,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2024-12-31,341990000.0,2299517000.0,2865507000.0,2865507000.0
1,2023-12-31,153320000.0,1793907000.0,2225012000.0,2225012000.0
2,2022-12-31,-138679000.0,1497322000.0,1905871000.0,1905871000.0
3,2021-12-31,-469957000.0,1202485000.0,1541889000.0,1541889000.0
