,year,month,close,open,high,low,daily_trend,monthly_trend,sma_5_day,sma_20_day,sma_50_day,sma_200_day,close_max,open_max,high_max,low_max,daily_trend_max_x,close_min,open_min,high_min,low_min,daily_trend_max_y
34,2023,12,134.97,134.18,136.71,132.35,1.02,16.18,132.49,125.59,114.4,106.66,148.76,149.5,151.05,147.2,9.89,116.82,117.43,118.49,116.37,-3.34
35,2024,1,158.71,157.98,161.45,154.49,0.68,19.09,156.34,146.19,131.58,112.38,180.33,183.41,184.92,177.63,8.31,135.32,134.3,137.43,133.74,-5.99
36,2024,2,174.36,173.82,177.34,170.42,0.76,11.93,173.24,170.5,153.09,120.42,192.53,181.86,193.0,179.82,10.69,164.29,162.74,164.9,161.81,-4.7
37,2024,3,192.17,192.67,196.56,188.28,-0.29,11.26,192.53,187.69,173.85,129.03,211.38,213.41,227.3,208.22,5.25,177.87,172.9,180.76,172.0,-4.84
38,2024,4,162.84,163.75,166.26,160.11,-0.55,-14.79,164.77,175.15,180.01,135.09,183.34,182.92,187.24,179.9,2.77,146.64,148.15,149.89,145.29,-8.26
39,2024,5,158.79,159.06,161.84,155.8,0.28,-1.88,158.0,155.95,169.45,139.8,171.61,170.18,174.55,164.96,4.25,144.27,145.51,147.62,141.16,-8.91
40,2024,6,161.01,161.11,163.9,158.35,-0.13,2.41,161.72,162.7,160.15,145.25,167.87,170.82,171.08,165.86,4.62,154.63,155.82,157.24,153.34,-4.49
41,2024,7,160.94,162.62,165.17,158.01,-0.46,-0.53,162.67,164.3,162.11,151.44,183.96,184.45,187.28,179.69,4.88,138.32,139.88,141.29,134.05,-10.21
42,2024,8,143.68,143.74,147.23,140.44,0.18,-9.53,143.12,145.27,156.14,156.18,157.81,158.87,162.04,155.07,5.95,128.67,122.16,135.5,121.83,-8.26
43,2024,9,151.12,151.05,153.36,148.34,0.54,5.51,149.4,147.37,149.15,159.58,167.49,167.48,168.73,164.05,5.7,134.35,136.1,138.45,132.11,-7.82
44,2024,10,160.17,161.01,163.02,157.93,-0.51,6.58,161.31,160.32,151.99,162.4,172.8,174.05,174.05,170.0,4.94,144.07,147.8,148.68,143.33,-10.62
45,2024,11,140.76,141.53,142.97,139.02,-0.23,-12.81,142.16,148.86,154.13,161.42,149.82,149.39,150.71,147.53,3.25,134.9,136.24,137.35,132.96,-3.01
46,2024,12,129.04,129.83,131.53,127.28,-0.58,-8.79,130.45,135.62,145.95,157.01,143.99,143.68,144.12,141.18,4.52,118.88,118.0,121.86,117.9,-5.57
47,2025,1,120.36,120.8,122.33,118.69,-0.17,-7.31,120.93,123.0,132.07,150.46,129.55,130.51,131.71,127.36,3.93,114.17,115.18,116.15,112.8,-6.37
48,2025,2,116.88,114.69,117.4,113.88,1.56,-3.87,116.66,119.9,126.53,147.64,119.5,115.5,119.65,114.79,4.58,114.27,113.88,115.16,112.98,-1.45
