,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2024-12-31,2618000000.0,9224000000.0,11102000000.0,11102000000.0
1,2023-12-31,2229000000.0,8214000000.0,9917000000.0,9917000000.0
2,2022-12-31,2094000000.0,6900000000.0,8399000000.0,8399000000.0
3,2021-12-31,276000000.0,4836000000.0,5992000000.0,5992000000.0
