,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2023-12-31,4149000000.0,10460000000.0,22680000000.0,22680000000.0
1,2022-12-31,5534000000.0,10603000000.0,23601000000.0,23601000000.0
2,2021-12-31,4166000000.0,7929000000.0,16434000000.0,16434000000.0
3,2020-12-31,1676000000.0,4347000000.0,9763000000.0,9763000000.0
