,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2024-09-30,3665000000.0,4503000000.0,34465000000.0,34465000000.0
1,2023-09-30,-1583000000.0,753000000.0,31119000000.0,31119000000.0
2,2022-09-30,1177000000.0,3340000000.0,29005000000.0,29005000000.0
3,2021-09-30,1124000000.0,3417000000.0,28482000000.0,28482000000.0
