,year,month,close,open,high,low,daily_trend,monthly_trend,sma_5_day,sma_20_day,sma_50_day,sma_200_day,close_max,open_max,high_max,low_max,daily_trend_max_x,close_min,open_min,high_min,low_min,daily_trend_max_y
21,2023,9,139.69,139.55,141.65,137.88,0.23,5.62,139.19,135.42,138.14,118.86,147.5,146.88,151.15,146.82,7.23,132.2,130.8,133.94,130.8,-3.81
22,2023,10,123.53,124.07,125.94,121.58,-0.64,-10.97,125.27,131.2,133.78,123.01,136.56,136.55,138.0,135.36,3.35,114.09,116.21,116.75,113.24,-6.47
23,2023,11,123.77,123.65,125.83,121.7,0.35,0.32,122.8,120.99,128.11,125.4,129.7,129.05,131.62,127.78,6.32,115.5,114.53,118.54,114.1,-3.64
24,2023,12,140.34,139.74,142.15,138.36,0.4,14.05,139.36,133.39,126.84,126.63,147.5,147.5,149.92,146.68,6.87,133.7,125.5,135.42,125.4,-3.98
25,2024,1,140.19,139.8,141.79,138.03,0.29,0.85,139.12,139.26,133.61,128.6,152.7,150.54,153.38,148.68,5.28,133.42,132.71,134.54,130.82,-3.55
26,2024,2,150.43,148.76,151.87,147.14,0.48,8.04,149.79,146.15,141.82,131.57,157.69,156.1,160.0,153.22,6.4,144.53,143.99,145.13,141.24,-3.28
27,2024,3,164.11,163.93,166.09,162.21,0.24,9.77,162.92,157.77,149.27,136.07,168.18,169.69,170.1,167.32,2.85,158.09,157.2,159.98,156.14,-3.48
28,2024,4,160.26,160.6,162.55,158.48,-0.16,-1.82,160.71,162.45,158.19,140.39,165.42,166.43,166.74,162.77,3.21,155.01,155.83,157.25,153.76,-3.66
29,2024,5,149.3,149.59,151.06,147.9,-0.39,-6.82,150.71,155.55,159.54,142.18,162.0,161.81,165.5,160.17,2.43,141.04,142.5,143.44,140.82,-6.87
30,2024,6,148.25,148.05,149.41,146.74,0.24,-0.86,147.66,146.62,152.92,143.38,151.63,151.54,152.93,150.68,2.42,145.78,145.5,146.05,143.73,-2.16
31,2024,7,147.44,148.0,149.3,146.0,-0.36,-0.26,148.5,149.45,148.91,144.62,154.34,153.91,155.66,152.3,2.74,138.99,140.65,140.99,137.58,-3.85
32,2024,8,118.83,118.9,120.4,117.28,-0.72,-19.37,120.87,130.72,141.5,145.36,135.09,139.7,139.78,132.9,4.12,113.01,112.44,115.5,110.38,-13.38
33,2024,9,122.04,122.22,123.74,120.75,0.41,2.86,120.93,117.91,128.51,144.75,131.48,132.71,133.34,130.3,5.17,114.28,114.27,115.99,112.55,-1.99
34,2024,10,133.25,133.06,134.57,131.9,0.28,9.66,132.57,129.28,123.42,143.76,137.78,137.7,138.66,136.31,3.64,125.29,124.6,125.56,123.58,-2.71
35,2024,11,136.45,135.91,138.27,134.61,0.09,2.37,136.25,135.96,130.69,143.2,147.37,141.98,148.64,141.7,4.58,131.44,130.22,131.96,129.87,-8.66
36,2024,12,134.62,134.65,136.34,132.84,-0.15,-1.25,135.16,135.92,135.29,141.57,139.07,138.84,140.38,137.21,3.76,127.54,128.63,131.08,127.23,-4.74
37,2025,1,131.59,131.94,133.67,130.07,0.01,-2.47,131.66,132.53,134.58,138.5,135.71,137.0,138.1,134.58,3.86,127.09,125.94,129.06,125.64,-4.62
38,2025,2,142.4,142.52,144.55,140.15,0.63,8.15,140.98,134.63,134.14,136.13,161.42,161.04,163.93,158.07,14.45,129.6,129.19,130.34,127.51,-5.95
