Date,Close,1_day_performance,week_performance,month_performance,3month_performance,6month_performance,1yr_performance,Ticker,quoteType,longName,sector,industry,website
2025-01-08 00:00:00-05:00,1739.0,-1.82,2.27,-12.39,-11.24,8.85,10.53,MELI,EQUITY,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,https://www.mercadolibre.com
2025-01-08 00:00:00-05:00,56.38,-1.9,-1.69,-3.21,-26.59,-37.68,-32.43,MCHP,EQUITY,Microchip Technology Incorporated,Technology,Semiconductors,https://www.microchip.com
2025-01-08 00:00:00-05:00,99.41,-2.45,18.12,-1.32,-2.13,-24.16,19.8,MU,EQUITY,"Micron Technology, Inc.",Technology,Semiconductors,https://www.micron.com
2025-01-08 00:00:00-05:00,331.7,-2.85,14.53,-14.16,102.99,142.83,474.57,MSTR,EQUITY,MicroStrategy Incorporated,Technology,Software - Application,https://www.microstrategy.com
2025-01-08 00:00:00-05:00,58.29,0.0,-2.41,-7.09,-17.43,-9.37,-18.8,MDLZ,EQUITY,"Mondelez International, Inc.",Consumer Defensive,Confectioners,https://www.mondelezinternational.com
2025-01-08 00:00:00-05:00,248.68,1.11,6.82,-25.61,-1.71,-5.63,-34.34,MDB,EQUITY,"MongoDB, Inc.",Technology,Software - Infrastructure,https://www.mongodb.com
2025-01-08 00:00:00-05:00,51.6,0.1,-1.83,-2.82,2.56,3.41,-12.16,MNST,EQUITY,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,https://www.monsterbevcorp.com
2025-01-08 00:00:00-05:00,209.72,-1.35,0.9,-3.35,-10.08,-20.71,0.29,NXPI,EQUITY,NXP Semiconductors N.V.,Technology,Semiconductors,https://www.nxp.com
2025-01-08 00:00:00-05:00,1205.74,0.5,1.68,-2.35,4.91,18.64,29.94,ORLY,EQUITY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,https://www.oreillyauto.com
2025-01-08 00:00:00-05:00,179.58,-0.59,1.8,-11.52,-5.83,0.75,-7.61,ODFL,EQUITY,"Old Dominion Freight Line, Inc.",Industrials,Trucking,https://www.odfl.com
2025-01-08 00:00:00-05:00,58.31,-7.05,-7.52,-11.3,-17.09,-15.71,-24.3,ON,EQUITY,ON Semiconductor Corporation,Technology,Semiconductors,https://www.onsemi.com
2025-01-08 00:00:00-05:00,108.5,-0.97,4.31,-5.11,10.52,10.23,19.03,PCAR,EQUITY,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,https://www.paccar.com
2025-01-08 00:00:00-05:00,68.23,-2.51,-9.78,-5.06,73.88,163.64,316.29,PLTR,EQUITY,Palantir Technologies Inc.,Technology,Software - Infrastructure,https://www.palantir.com
2025-01-08 00:00:00-05:00,172.83,-1.53,-5.02,-14.23,2.89,1.4,15.06,PANW,EQUITY,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,https://www.paloaltonetworks.com
2025-01-08 00:00:00-05:00,140.25,0.71,0.02,-1.51,1.31,21.64,21.79,PAYX,EQUITY,"Paychex, Inc.",Technology,Software - Application,https://www.paychex.com
2025-01-08 00:00:00-05:00,87.94,-0.03,3.03,-1.24,13.75,52.12,44.05,PYPL,EQUITY,"PayPal Holdings, Inc.",Financial Services,Credit Services,https://www.paypal.com
2025-01-08 00:00:00-05:00,100.32,-0.3,3.43,1.33,-34.27,-24.56,-33.33,PDD,EQUITY,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,https://www.pddholdings.com
2025-01-08 00:00:00-05:00,159.08,-0.9,3.55,-0.82,-5.33,-19.64,15.96,QCOM,EQUITY,QUALCOMM Incorporated,Technology,Semiconductors,https://www.qualcomm.com
2025-01-08 00:00:00-05:00,733.59,0.45,2.98,-4.47,-27.7,-30.6,-18.73,REGN,EQUITY,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,https://www.regeneron.com
2025-01-08 00:00:00-05:00,510.3,0.63,-1.68,-8.38,-6.76,-8.91,,ROP,EQUITY,"Roper Technologies, Inc.",Technology,Software - Application,https://www.ropertech.com
2025-01-08 00:00:00-05:00,154.63,2.03,2.22,-1.03,5.6,6.98,14.91,ROST,EQUITY,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,https://www.rossstores.com
2025-01-08 00:00:00-05:00,92.6,-0.26,1.48,-6.68,-2.5,21.53,2.07,SBUX,EQUITY,Starbucks Corporation,Consumer Cyclical,Restaurants,https://www.starbucks.com
2025-01-08 00:00:00-05:00,502.0,2.95,3.43,-2.58,1.33,-16.58,0.03,SNPS,EQUITY,"Synopsys, Inc.",Technology,Software - Infrastructure,https://www.synopsys.com
2025-01-08 00:00:00-05:00,183.74,1.09,-0.18,-3.31,24.43,19.09,15.4,TTWO,EQUITY,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,https://www.take2games.com
2025-01-08 00:00:00-05:00,191.66,-0.29,2.21,-0.69,-4.34,-0.22,16.89,TXN,EQUITY,Texas Instruments Incorporated,Technology,Semiconductors,https://www.ti.com
2025-01-08 00:00:00-05:00,121.52,0.09,3.39,-10.88,9.03,24.04,77.53,TTD,EQUITY,"The Trade Desk, Inc.",Technology,Software - Application,https://www.thetradedesk.com
2025-01-08 00:00:00-05:00,280.42,2.52,1.81,-2.8,3.74,4.89,20.18,VRSK,EQUITY,"Verisk Analytics, Inc.",Industrials,Consulting Services,https://www.verisk.com
2025-01-08 00:00:00-05:00,412.11,0.93,2.34,-10.4,-9.14,-12.55,-2.11,VRTX,EQUITY,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,https://www.vrtx.com
2025-01-08 00:00:00-05:00,10.06,-4.28,-4.82,-5.81,29.97,41.69,-8.79,WBD,EQUITY,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,https://ir.wbd.com
2025-01-08 00:00:00-05:00,254.69,2.01,-1.29,-3.05,5.71,13.34,-7.66,WDAY,EQUITY,"Workday, Inc.",Technology,Software - Application,https://www.workday.com
2025-01-08 00:00:00-05:00,66.39,1.14,-0.86,-5.53,3.94,28.78,8.96,XEL,EQUITY,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,https://www.xcelenergy.com
2025-01-08 00:00:00-05:00,187.28,1.84,3.81,-8.91,10.4,-5.71,-17.23,ZS,EQUITY,"Zscaler, Inc.",Technology,Software - Infrastructure,https://www.zscaler.com
2025-01-08 00:00:00-05:00,134.53,1.33,4.21,0.9,0.35,35.15,52.6,MMM,EQUITY,3M Company,Industrials,Conglomerates,https://www.3m.com
2025-01-08 00:00:00-05:00,171.76,-0.43,-2.96,9.63,14.11,-8.0,-23.92,BA,EQUITY,The Boeing Company,Industrials,Aerospace & Defense,https://www.boeing.com
2025-01-08 00:00:00-05:00,361.07,-0.53,-0.47,-8.59,-7.34,10.56,25.51,CAT,EQUITY,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,https://www.caterpillar.com
2025-01-08 00:00:00-05:00,109.76,-1.46,-1.43,-5.37,17.75,12.97,23.52,DIS,EQUITY,The Walt Disney Company,Communication Services,Entertainment,https://www.thewaltdisneycompany.com
2025-01-08 00:00:00-05:00,580.02,-0.02,1.29,-2.81,19.91,26.46,54.81,GS,EQUITY,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,https://www.goldmansachs.com
2025-01-08 00:00:00-05:00,71.29,-1.11,-5.79,-9.28,-12.72,-6.32,-29.42,NKE,EQUITY,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,https://www.nike.com
2025-01-08 00:00:00-05:00,337.54,0.94,-0.7,-12.38,-9.36,14.55,14.4,SHW,EQUITY,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,https://www.sherwin-williams.com
2025-01-08 00:00:00-05:00,242.77,0.45,0.78,-7.4,4.49,20.63,28.61,TRV,EQUITY,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,https://www.travelers.com
2025-01-08 00:00:00-05:00,38.94,0.05,-2.63,-8.48,-11.17,-3.7,4.62,VZ,EQUITY,Verizon Communications Inc.,Communication Services,Telecom Services,https://www.verizon.com
