,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2024-11-30,7957000000.0,19147000000.0,21505000000.0,21505000000.0
1,2023-11-30,7784000000.0,17055000000.0,19409000000.0,19409000000.0
2,2022-11-30,6976000000.0,15441000000.0,17606000000.0,17606000000.0
3,2021-11-30,6606000000.0,13920000000.0,15785000000.0,15785000000.0
