,year,month,close,open,high,low,daily_trend,monthly_trend,sma_5_day,sma_20_day,sma_50_day,sma_200_day,close_max,open_max,high_max,low_max,daily_trend_max_x,close_min,open_min,high_min,low_min,daily_trend_max_y
12,2022,11,143.64,143.85,145.8,141.34,-0.12,1.32,144.25,143.48,145.41,152.62,149.04,152.52,152.89,147.74,8.9,132.87,135.07,136.49,132.38,-4.24
13,2022,12,135.83,136.67,138.08,134.25,-0.6,-5.43,137.34,141.83,142.54,150.25,146.11,147.28,148.68,144.43,2.83,124.17,126.09,128.02,124.0,-4.69
14,2023,1,133.76,133.12,135.23,131.75,0.54,-2.01,132.27,130.98,137.92,147.06,143.76,142.81,145.04,140.95,3.68,123.16,124.14,125.87,122.32,-3.74
15,2023,2,148.87,148.14,150.18,146.94,0.13,13.2,148.49,143.45,137.62,145.07,153.26,151.59,155.04,151.3,3.71,143.27,141.83,144.43,139.22,-2.67
16,2023,3,152.9,152.39,154.27,151.19,0.5,3.53,151.61,149.62,143.67,145.33,162.7,160.27,162.8,159.75,3.51,143.37,142.45,144.75,141.98,-1.49
17,2023,4,162.84,162.24,163.71,161.37,0.16,7.05,162.33,159.29,153.17,147.54,167.41,166.24,167.58,165.64,3.41,157.96,159.07,159.87,157.65,-1.6
18,2023,5,170.46,170.35,171.57,169.29,0.21,4.9,169.63,166.76,160.71,149.57,175.17,175.2,177.2,174.64,4.69,163.58,162.69,164.81,162.12,-1.52
19,2023,6,182.07,181.48,183.21,180.43,0.43,6.96,180.7,176.42,169.92,151.03,191.64,189.33,192.15,188.97,2.31,175.69,175.57,177.96,174.81,-0.78
20,2023,7,190.1,190.2,191.6,188.93,0.07,5.06,189.68,186.97,179.36,154.55,194.09,193.71,195.85,192.92,1.73,185.82,186.89,187.03,184.36,-1.09
21,2023,8,179.07,179.39,180.74,177.68,-0.18,-5.84,179.83,184.34,184.77,159.11,193.26,193.89,194.37,192.94,2.19,172.15,170.46,173.23,170.13,-4.8
22,2023,9,175.12,175.69,177.09,173.71,-0.45,-1.43,176.63,177.85,182.45,162.73,187.68,187.47,187.96,186.27,1.69,168.61,167.54,170.2,165.83,-3.58
23,2023,10,172.81,172.17,174.03,171.01,-0.01,-1.78,172.92,173.37,176.29,166.56,178.78,179.49,180.4,177.13,1.48,165.11,165.13,167.16,163.9,-2.46
24,2023,11,184.06,183.47,184.9,182.56,0.52,6.46,182.14,176.85,175.31,171.06,189.66,189.7,191.13,189.04,2.32,172.12,169.18,172.37,168.31,-0.86
25,2023,12,192.49,192.39,193.48,191.08,0.07,5.33,192.18,189.85,181.42,175.34,196.26,196.17,197.75,195.16,2.11,187.66,188.2,188.27,185.7,-1.29
26,2024,1,185.97,185.84,187.23,184.36,-0.19,-3.21,186.46,188.2,187.41,178.93,193.35,193.59,194.54,192.52,3.26,179.48,179.57,181.05,178.48,-3.58
27,2024,2,183.21,183.1,184.46,181.48,-0.09,-1.61,183.82,186.07,188.0,181.32,187.64,188.86,189.26,186.85,1.33,179.29,178.18,180.95,177.57,-1.13
28,2024,3,171.3,171.39,172.91,169.88,-0.25,-6.73,172.27,176.36,182.25,181.91,178.21,178.1,179.07,175.94,2.12,167.63,167.63,169.35,167.13,-4.09
29,2024,4,168.23,168.29,169.91,167.09,-0.02,-2.18,168.28,169.53,175.07,180.72,175.12,173.94,176.92,172.8,4.33,163.66,164.01,165.05,162.75,-2.19
30,2024,5,184.95,185.1,186.48,183.73,0.57,9.97,183.1,176.22,172.68,179.3,191.05,190.97,191.7,189.63,5.98,167.93,168.21,171.31,167.74,-2.11
31,2024,6,204.87,204.6,207.62,202.54,0.5,11.26,202.71,194.93,182.24,180.78,215.21,216.12,218.71,211.56,7.26,191.82,191.6,193.67,190.85,-2.15
32,2024,7,223.08,223.08,225.14,220.53,0.25,10.22,222.37,217.29,201.47,185.02,233.24,234.88,235.63,231.52,2.91,215.29,210.66,216.04,210.49,-2.88
33,2024,8,220.32,219.44,222.39,217.44,0.15,-1.16,219.51,219.11,215.72,190.09,228.5,228.9,231.62,227.6,1.72,205.83,197.75,208.57,194.68,-4.82
34,2024,9,222.51,222.48,224.33,220.22,0.1,1.41,222.4,222.62,221.12,194.31,231.7,228.75,231.79,228.36,3.71,215.11,214.54,215.69,212.72,-2.78
35,2024,10,228.77,228.87,230.36,226.81,-0.13,2.57,228.79,226.25,223.46,198.11,235.16,234.86,236.16,233.14,1.84,220.45,223.04,224.43,220.09,-2.91
36,2024,11,226.72,225.64,227.98,224.55,0.26,-1.06,226.08,227.29,226.13,202.45,236.26,233.75,236.74,232.92,2.14,220.77,219.73,221.54,218.48,-1.41
37,2024,12,248.2,247.21,249.68,245.76,0.26,9.7,246.58,238.21,231.93,208.2,257.85,257.03,258.93,256.47,1.88,238.51,236.2,239.71,236.09,-2.14
38,2025,1,233.53,234.04,236.5,230.79,-0.28,-5.52,235.07,242.94,237.92,215.5,243.9,247.81,247.98,242.11,3.65,221.64,218.8,223.11,218.39,-4.04
39,2025,2,237.63,236.5,239.7,234.45,0.15,1.45,237.26,233.11,239.4,221.73,246.26,247.15,249.15,244.38,2.18,226.61,226.23,229.8,224.68,-3.39
40,2025,3,221.95,222.28,225.18,219.01,-0.39,-6.39,223.8,231.81,233.83,226.63,238.26,240.97,243.2,235.31,1.95,208.97,210.53,213.22,207.71,-4.85
41,2025,4,200.5,199.09,204.58,195.58,-0.1,-9.87,201.43,207.93,222.77,227.17,223.13,220.57,224.42,220.27,15.33,171.83,171.36,189.69,168.63,-9.25
42,2025,5,203.43,203.6,205.44,201.07,-0.24,1.62,204.44,203.16,208.93,225.28,212.59,211.98,213.83,210.14,6.31,194.86,193.26,197.28,192.59,-3.74
43,2025,6,200.24,200.48,202.4,198.56,0.11,-1.83,200.0,201.52,202.29,223.44,204.74,203.96,206.95,201.68,2.25,195.23,195.53,197.15,194.66,-1.92
44,2025,7,210.84,210.89,212.75,209.41,0.06,5.32,210.23,206.1,203.95,221.65,213.95,214.55,215.78,213.08,2.22,207.13,206.24,209.4,205.71,-1.69
45,2025,8,224.36,223.99,226.73,221.79,0.56,6.33,222.22,216.23,209.26,220.37,233.1,233.83,234.89,231.15,5.09,201.95,202.97,204.91,201.08,-2.5
46,2025,9,242.25,241.67,244.03,239.68,0.46,8.74,240.03,233.93,222.35,220.96,256.62,255.63,257.35,253.53,4.31,226.57,226.66,230.23,225.73,-3.23
47,2025,10,258.05,258.26,260.51,255.6,0.27,6.54,256.7,251.99,239.64,221.81,271.14,276.72,277.05,268.9,3.94,245.03,246.36,248.61,243.76,-3.45
48,2025,11,270.54,269.7,272.98,267.91,0.16,6.6,269.91,261.9,251.64,223.78,275.25,275.08,275.91,271.87,2.16,268.21,267.63,270.59,265.99,-0.65
