,Date,EBITDA,Gross Profit,Total Revenue,Operating Revenue
0,2023-12-31,1169000000.0,5278000000.0,25426000000.0,25426000000.0
1,2022-12-31,1473000000.0,5751000000.0,27568000000.0,27568000000.0
2,2021-12-31,1385000000.0,4896000000.0,24635000000.0,24635000000.0
3,2020-12-31,914000000.0,3948000000.0,20718000000.0,20718000000.0
